transaction_id,customer_id,timestamp,amount,currency,origin_country,destination_country,channel,transaction_type,counterparty_type,is_cross_border,is_cash,device_id,is_flagged,alert_type
TXBA3B2F1C-31E,efb56207-ddec-440b-afe3-af13891778e8,2025-02-17T14:48:50,26.51,EUR,Norway,Norway,Online,Transfer,Individual,False,False,efb56207-dev-2,False,
TXDB56ED31-9B9,f3402dd3-4515-45b9-ace9-504b03d7f962,2025-02-17T15:40:17,13.53,USD,Hong Kong SAR,Hong Kong SAR,ATM,Payment,Individual,False,False,f3402dd3-dev-1,False,
TX4F2D05DD-901,b652ae99-38b5-489a-8921-057c3f05557c,2025-02-17T16:00:04,27.15,USD,Fiji,Bahrain,Mobile,Withdrawal,Individual,True,False,b652ae99-dev-3,False,
TXBAC664E9-864,9e9a9f83-0668-43ee-b8b2-b5493bdbc09e,2025-02-17T16:44:53,10.99,USD,New Caledonia,New Caledonia,Online,Transfer,Individual,False,False,9e9a9f83-dev-1,False,
TXA54756F4-D2B,5d986115-f05e-4efe-8ece-112856ce4b42,2025-02-17T17:11:29,15.2,USD,Luxembourg,Kazakhstan,Online,Transfer,Individual,True,False,5d986115-dev-1,False,
TXA57953F2-6C1,52a74a41-44be-4486-bea5-a387363be5cb,2025-02-17T17:40:57,32.62,EUR,Monaco,Oman,Online,Transfer,Individual,True,False,52a74a41-dev-1,False,
TX5173F0C2-704,4654e77d-de67-4278-9313-b3a7e5a1c6e4,2025-02-17T17:55:40,17.15,GBP,Sweden,Sweden,Online,Transfer,Individual,False,False,4654e77d-dev-1,False,
TXC754683F-4AC,60141de9-f54a-40a2-a874-66d7ad66a1bd,2025-02-17T17:56:49,12.74,USD,Monaco,Monaco,Branch,Bill Payment,Individual,False,False,60141de9-dev-2,False,
TX326F9319-E4B,7b4e9ecd-de07-47b1-b8ae-8d5dfe268e77,2025-02-17T18:00:00,15.34,EUR,Spain,Spain,Online,Payment,Individual,False,False,7b4e9ecd-dev-1,False,
TX62B30C1C-475,21bbd183-8acf-44d6-b2fc-c072544c0132,2025-02-17T18:11:39,18.92,USD,South Korea,South Korea,Mobile,Bill Payment,Business,False,False,21bbd183-dev-1,False,
TX8C9D72BB-868,e9a1c6d5-c34e-4baf-8f1c-b2ccceef9fa8,2025-02-17T18:12:17,8.04,USD,New Zealand,Bosnia and Herzegovina,ATM,Transfer,Individual,True,False,e9a1c6d5-dev-1,False,
TXA5F87C5D-765,9247e851-2e0d-4860-b362-f9b74795cd1d,2025-02-17T18:49:34,9.44,USD,Egypt,Egypt,Mobile,Transfer,Individual,False,False,9247e851-dev-1,False,
TX274556D6-045,c606ddc4-c2dd-401d-b59a-15334605ec0e,2025-02-17T19:14:58,6.18,GBP,Jersey,Jersey,Online,Transfer,Individual,False,False,c606ddc4-dev-1,False,
TXD5874648-F0F,a1173719-b023-40ea-9f41-e335b9aed8e4,2025-02-17T19:22:40,11.52,EUR,Lithuania,Lithuania,Online,Bill Payment,Business,False,False,a1173719-dev-1,False,
TXBAA68E42-ACC,c4d598f7-e14f-4093-8b6a-d0c7a2356dd4,2025-02-17T19:40:31,13.5,EUR,Uruguay,Uruguay,Online,Transfer,Individual,False,False,c4d598f7-dev-1,False,
TX1C041BD8-1DF,540e7d01-735d-48f3-bc61-66df515a6b43,2025-02-17T19:42:26,6.11,EUR,Nigeria,Nigeria,Online,Transfer,Individual,False,False,540e7d01-dev-1,False,
TX5C2BBB1E-74A,50e96888-7273-4e7b-bf9a-d277db496e6d,2025-02-17T19:48:49,7.3,GBP,Croatia,Croatia,ATM,Transfer,Business,False,False,50e96888-dev-1,False,
TX8F5EDCED-97E,25f88c74-53ea-4919-9b48-62c2d5ff2a1f,2025-02-17T19:59:47,47.92,EUR,Estonia,Honduras,Mobile,Transfer,Individual,True,False,25f88c74-dev-3,False,
TX2BF7E174-E80,a1173719-b023-40ea-9f41-e335b9aed8e4,2025-02-17T20:05:24,16.84,EUR,Lithuania,Laos,Online,Deposit,Exchange,True,True,a1173719-dev-1,True,High-Risk Corridor
TXAFFBC9A2-6D2,d6707a21-29dc-473e-9820-b3f25989dd6c,2025-02-17T20:20:23,6.09,EUR,Cook Islands,Vietnam,Branch,Payment,Individual,True,False,d6707a21-dev-2,True,High-Risk Corridor
TXCF5A586F-ED2,41f83199-f4ea-4769-8366-c189cd8d9f75,2025-02-17T20:47:42,6.74,USD,Cayman Islands,Vatican City,Mobile,Transfer,Business,True,False,41f83199-dev-2,False,
TX1796200F-D00,c7468f59-1b49-4e15-a2ad-d909c521bf2d,2025-02-17T20:48:10,38.71,USD,Madagascar,Kenya,API,Withdrawal,Individual,True,False,c7468f59-dev-1,True,High-Risk Corridor
TX8D1BC38E-5A7,15f7ef61-da4e-404c-ba7e-1b86c1fad753,2025-02-17T21:02:09,34.19,USD,Liechtenstein,Germany,Mobile,Transfer,Exchange,True,False,15f7ef61-dev-1,False,
TXB1D80E1E-E70,9416e4dc-c6b2-4def-b8d8-b7f1c86c6544,2025-02-17T21:03:33,10.75,EUR,Sri Lanka,Sri Lanka,Online,Transfer,Individual,False,False,9416e4dc-dev-4,False,
TXE2282C67-51B,ce072a52-73ed-4223-8b4e-f503f8722413,2025-02-17T21:20:32,19.13,USD,Ireland,Ireland,Online,Payment,Business,False,False,ce072a52-dev-1,False,
TXE41887D4-FAD,21f6c63d-ac20-4f11-abd3-3927586528e6,2025-02-17T21:39:15,3.85,EUR,Australia,Australia,Mobile,Deposit,Business,False,False,21f6c63d-dev-2,False,
TX0245D911-1E6,44d18524-cf0e-4567-882d-7fc1be3074f8,2025-02-17T21:39:25,6.76,EUR,Norfolk Island,Norfolk Island,Online,Transfer,Business,False,False,44d18524-dev-3,False,
TXD4F4A190-231,582b91ee-f8e8-435b-8c00-988a7ee1011a,2025-02-17T21:52:22,2.9,USD,Brunei,Brunei,Mobile,Transfer,Individual,False,False,582b91ee-dev-1,False,
TX3D361358-407,8dedf9fb-4bb0-4f20-b27c-40266703b636,2025-02-17T21:59:41,10.22,USD,Lesotho,Lesotho,Online,Transfer,Business,False,False,8dedf9fb-dev-3,False,
TX7E4CFFBA-5BA,439e754c-6930-46ea-a0bd-a1ee5807cf74,2025-02-17T22:05:54,4.57,GBP,Kazakhstan,Brunei,API,Transfer,Individual,True,False,439e754c-dev-2,False,
TXC2799960-F8B,6de59332-9364-43d0-9024-bdc6dcb33df3,2025-02-17T22:07:25,8.04,EUR,Tunisia,Tunisia,Online,Deposit,Individual,False,False,6de59332-dev-1,False,
TX4CD09896-A51,a1c7cc8a-0435-4b64-893a-d23298c3e3ca,2025-02-17T22:19:37,4.81,EUR,New Zealand,New Zealand,Mobile,Deposit,Individual,False,False,a1c7cc8a-dev-2,False,
TX98784E73-97A,57423882-f34a-4949-b4ca-0ad7abe5be96,2025-02-17T22:21:35,28.83,EUR,Mongolia,Mongolia,Mobile,Transfer,Individual,False,False,57423882-dev-1,False,
TX77647559-A6D,be9063fb-64b5-49a5-bd6c-3d2a5564d1d3,2025-02-17T22:45:08,8.62,EUR,Luxembourg,Fiji,API,Deposit,Individual,True,False,be9063fb-dev-1,False,
TXBC01658B-1A4,7a6e43d0-d9c5-4cd9-b09d-721b62be4009,2025-02-17T22:49:26,33.2,EUR,Cayman Islands,Curaçao,Online,Transfer,Individual,True,False,7a6e43d0-dev-1,False,
TXC17C84BB-B53,235b275b-dcd2-4b97-b3ca-9a6bccd3af7c,2025-02-17T22:52:43,26.87,EUR,Luxembourg,Slovakia,Mobile,Payment,Individual,True,False,235b275b-dev-3,False,
TXD5B5453F-E90,1bf645f6-2324-4211-8588-fc1bb2384849,2025-02-17T22:58:31,10.83,EUR,Montenegro,Cambodia,Mobile,Transfer,Individual,True,False,1bf645f6-dev-2,True,High-Risk Corridor
TX400CEA90-074,8ebc6d7e-c8a6-4b85-8d56-bff669c9520f,2025-02-17T23:23:50,8.78,EUR,Pakistan,Pakistan,Online,Bill Payment,Business,False,False,8ebc6d7e-dev-3,False,
TX289094D5-844,74bd0c93-8177-4661-b7fe-032c02571851,2025-02-17T23:39:40,39.44,EUR,Luxembourg,Luxembourg,Online,Withdrawal,Individual,False,False,74bd0c93-dev-1,False,
TXF8E148EA-A09,93fb71d0-dd32-4d9c-89ea-356a7abfcebf,2025-02-17T23:52:33,37.01,USD,Marshall Islands,Kosovo,API,Payment,Individual,True,False,93fb71d0-dev-1,False,
TX3295EF11-71F,b148b2a6-ea79-47e1-9be7-02abfac08fc4,2025-02-17T23:59:50,14.43,USD,Nigeria,Kenya,Mobile,Transfer,Individual,True,False,b148b2a6-dev-3,True,High-Risk Corridor
TX8FD1B0C3-44A,35ce8841-4973-4d6c-8dca-bfb7001a9a8b,2025-02-18T01:49:53,44.43,USD,Mozambique,Malta,Online,Payment,Individual,True,False,35ce8841-dev-1,False,
TX0B4502D3-0E8,c8a723e9-bfa0-46c2-809c-b50648f1096d,2025-02-18T02:18:05,7.53,EUR,Samoa,Samoa,Online,Deposit,Individual,False,False,c8a723e9-dev-1,False,
TX5F489FDC-E8A,94a1875d-2db6-4edb-82de-ffccf86c2ca2,2025-02-18T02:27:58,44.67,EUR,Armenia,Slovakia,Online,Transfer,Individual,True,False,94a1875d-dev-1,False,
TX2D4D0968-15D,fba6abf7-cdbc-4653-b7a7-e8b75e70f65f,2025-02-18T02:28:12,15.23,GBP,Hungary,Hungary,ATM,Deposit,Business,False,False,fba6abf7-dev-2,False,
TXE6C9B194-DD9,f387e1bd-2d59-42c6-934a-5a2fa7cf705c,2025-02-18T02:44:39,14.44,EUR,Uzbekistan,British Virgin Islands,Online,Transfer,Individual,True,False,f387e1bd-dev-1,False,
TX87EB8E4D-0FF,f5179e72-5f85-4b21-a5df-6f85bab503fb,2025-02-18T03:01:23,4.48,USD,Colombia,Colombia,Mobile,Payment,Individual,False,False,f5179e72-dev-1,False,
TXD7D25F7B-362,a1c7cc8a-0435-4b64-893a-d23298c3e3ca,2025-02-18T03:02:31,4.01,USD,New Zealand,New Zealand,Mobile,Transfer,Individual,False,False,a1c7cc8a-dev-2,False,
TX90CFBCDA-08A,85319f0f-ba53-4122-b4b7-96204a73b0bf,2025-02-18T03:22:43,34.44,USD,Zimbabwe,Guatemala,Online,Transfer,Individual,True,False,85319f0f-dev-3,False,
TX849ED7AC-06F,f83b1806-ee4c-4b18-96a2-d49d9e5f8273,2025-02-18T03:25:00,140.51,USD,Poland,Poland,Online,Transfer,Individual,False,False,f83b1806-dev-5,False,
TXA66E31D5-D24,0e51f30d-c6a7-4e39-84b0-32ccd7c524a5,2025-02-18T03:30:57,65.48,USD,South Korea,South Korea,Mobile,Transfer,Individual,False,False,0e51f30d-dev-1,False,
TXBE6B4B2B-D33,6a25542e-ffbd-4cdd-9d84-d303ccb03fc5,2025-02-18T04:30:57,4.34,EUR,Norway,Austria,Mobile,Transfer,Business,True,False,6a25542e-dev-2,False,
TX033598FB-33F,a8aa7158-2b70-4525-bc67-f831cbc84759,2025-02-18T04:32:47,18.86,USD,Kenya,Madagascar,API,Transfer,Exchange,True,False,a8aa7158-dev-3,True,High-Risk Corridor
TXF7201FB5-2DD,4e5d8f12-96b3-4f4a-80da-a8ca62305d27,2025-02-18T04:51:59,12.28,USD,Niue,Niue,Mobile,Deposit,Individual,False,True,4e5d8f12-dev-1,False,
TX1155E322-01E,62821d61-3fbb-4f57-b6f5-6f1cc4a531cd,2025-02-18T05:07:14,21.41,EUR,Zambia,Zambia,Mobile,Transfer,Individual,False,False,62821d61-dev-1,False,
TX26854752-FCF,8cb1457e-effa-415b-bea6-450f0accb23c,2025-02-18T05:15:36,16.52,EUR,Indonesia,Indonesia,Mobile,Transfer,Individual,False,False,8cb1457e-dev-1,False,
TX128DB7B7-F8C,71a0449d-d703-462f-b5cb-e3f56a66c184,2025-02-18T06:28:33,10.91,USD,Austria,Austria,Mobile,Payment,Individual,False,False,71a0449d-dev-2,False,
TXD1E62130-E6D,4ee4334e-ce92-4136-ac3a-812f765e6cb5,2025-02-18T06:36:22,14.84,EUR,Spain,Spain,Online,Transfer,Business,False,False,4ee4334e-dev-1,False,
TXCD66F771-599,6c21835d-d8e8-497c-a0a2-59014932936e,2025-02-18T06:37:53,13.95,EUR,Poland,Laos,Online,Payment,Individual,True,False,6c21835d-dev-1,True,High-Risk Corridor
TX23E3EA40-6E1,20156a72-12e1-43a6-932c-ae01d2c65ee4,2025-02-18T07:01:10,37.87,USD,Madagascar,Madagascar,Online,Transfer,Individual,False,False,20156a72-dev-1,False,
TX1E8FE268-BAF,6d204496-66d0-4371-98e8-8ebb7a9e8eef,2025-02-18T07:36:00,23.51,EUR,Bahamas,Bahamas,Online,Transfer,Exchange,False,False,6d204496-dev-1,False,
TX59317D95-1FB,27c7655a-7b43-4a72-a2c0-c475a54976d0,2025-02-18T07:39:15,10.07,USD,Denmark,Denmark,Branch,Transfer,Individual,False,False,27c7655a-dev-1,False,
TX2B254883-940,39ec8ca1-3fb2-4f47-bbcd-6c18a06e8de5,2025-02-18T07:42:26,34.18,USD,Taiwan,Taiwan,Mobile,Payment,Business,False,False,39ec8ca1-dev-1,False,
TX51987B6B-67B,7b4e9ecd-de07-47b1-b8ae-8d5dfe268e77,2025-02-18T08:03:46,9.06,USD,Spain,Spain,Mobile,Transfer,Individual,False,False,7b4e9ecd-dev-1,False,
TXE02B727C-F84,55c3b2db-f374-490d-8274-ce40e09016b6,2025-02-18T08:11:37,16.91,USD,Mexico,Mexico,Mobile,Withdrawal,Individual,False,False,55c3b2db-dev-2,False,
TX50BA0F48-DDD,85319f0f-ba53-4122-b4b7-96204a73b0bf,2025-02-18T08:13:24,100.57,GBP,Zimbabwe,Peru,Mobile,Transfer,Individual,True,False,85319f0f-dev-3,False,
TX9D8516D0-AAD,f8999246-98de-4ebb-a3b5-cecea446be72,2025-02-18T08:13:32,6.93,EUR,Cook Islands,Tajikistan,Mobile,Transfer,Individual,True,False,f8999246-dev-1,True,High-Risk Corridor
TXF11D1DC8-23A,ce072a52-73ed-4223-8b4e-f503f8722413,2025-02-18T08:17:12,29.66,EUR,Ireland,Ireland,Online,Deposit,Business,False,False,ce072a52-dev-1,False,
TXFDFBFC0E-469,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,2025-02-18T08:27:07,15.97,GBP,Brazil,Brazil,API,Payment,Individual,False,False,c60ea4d5-dev-1,False,
TX748E60A5-2ED,25c73c44-3e75-43b4-a64f-a6637e8f8095,2025-02-18T08:58:34,8.47,EUR,Finland,Finland,API,Deposit,Business,False,False,25c73c44-dev-2,False,
TX47490B6D-464,548c1d84-340d-4049-8147-65063e2bf9c9,2025-02-18T09:15:05,13.05,USD,New Caledonia,Timor-Leste,Online,Transfer,Individual,True,False,548c1d84-dev-2,False,
TX23E85FB4-4AD,c9ce44bd-7c3f-4add-9a38-5db590eeb067,2025-02-18T09:15:55,29.36,USD,Mozambique,Mozambique,Mobile,Deposit,Individual,False,False,c9ce44bd-dev-1,False,
TX07B1B58A-F1A,ec1f41ce-57b9-4dfb-af82-e70cb9644e4f,2025-02-18T09:31:41,8.98,EUR,Andorra,Andorra,Mobile,Transfer,Individual,False,False,ec1f41ce-dev-1,False,
TX4147D79A-0D6,cbb18c79-1036-408d-99a0-90075bb47c18,2025-02-18T09:44:43,12.66,EUR,Cook Islands,Cook Islands,Mobile,Deposit,Individual,False,False,cbb18c79-dev-1,False,
TX56038928-E68,5987038a-fcd6-418e-ab54-500d4e089bb4,2025-02-18T10:27:06,16.08,EUR,Singapore,Singapore,Mobile,Transfer,Individual,False,False,5987038a-dev-1,False,
TXC6E01A66-99D,6d130705-279f-41ab-9b49-09b65cbdb682,2025-02-18T10:34:30,14.22,EUR,Kenya,Kenya,Online,Transfer,Individual,False,False,6d130705-dev-1,False,
TX3B3D14F1-746,2540fbfe-e12f-46cd-96ea-f269514e1353,2025-02-18T10:38:43,7.4,USD,Niue,Niue,Online,Deposit,Individual,False,False,2540fbfe-dev-2,False,
TX4CC8A706-F41,6118433b-882c-4d1e-ac93-a7918b60c511,2025-02-18T11:43:15,6.57,GBP,Gibraltar,Gibraltar,Online,Transfer,Individual,False,False,6118433b-dev-1,False,
TX5A20D3D7-B9D,18763576-1a5e-4196-a5a4-c79b2abaa4f9,2025-02-18T12:06:55,15.69,EUR,Bahamas,Mexico,Online,Transfer,Business,True,False,18763576-dev-3,False,
TXA33A8E0E-FFC,da9bccc1-e71c-481a-a511-e61a143665f5,2025-02-18T13:00:10,11.35,EUR,Nigeria,Nigeria,API,Transfer,Business,False,False,da9bccc1-dev-1,False,
TXCEB0ECA6-1BA,287d06ca-6f4c-469a-8b22-d3081c8eaee9,2025-02-18T13:01:08,16.69,EUR,South Korea,South Korea,Online,Transfer,Individual,False,False,287d06ca-dev-1,False,
TX33C96ACC-D6E,696929b2-0513-4da8-9819-93cc41f9994a,2025-02-18T13:47:05,11.5,EUR,Uganda,Uganda,Online,Transfer,Exchange,False,False,696929b2-dev-1,False,
TX4BA98878-FA1,506e5a9a-b758-488d-ab73-295b344a54b8,2025-02-18T13:53:51,41.93,GBP,Timor-Leste,Madagascar,Online,Payment,Business,True,False,506e5a9a-dev-1,True,High-Risk Corridor
TX3D0BBD26-392,e726be23-e776-4886-9534-ee1d7f2984f5,2025-02-18T14:10:31,46.01,EUR,Latvia,Senegal,Mobile,Transfer,Individual,True,False,e726be23-dev-2,False,
TX1E346730-F31,2999b735-dd56-4c94-bc9a-d14cee0caeb5,2025-02-18T14:38:18,8.32,USD,Slovenia,Slovenia,Mobile,Transfer,Individual,False,False,2999b735-dev-1,False,
TX1130B52D-A43,7b70c3b8-a81f-4ec3-a79c-658a36760ce5,2025-02-18T15:26:07,16.09,EUR,Bermuda,Bermuda,Online,Transfer,Business,False,False,7b70c3b8-dev-1,False,
TX1486A2B0-45F,dfa4bb9f-5a85-4750-a92a-c1391f4a8ca1,2025-02-18T15:34:35,4.6,USD,Romania,Romania,Online,Transfer,Individual,False,False,dfa4bb9f-dev-1,False,
TXF7AF09DC-A69,331f63fb-d11f-48c0-a97c-a4fff75d599f,2025-02-18T15:51:41,69.35,EUR,Switzerland,China,API,Transfer,Individual,True,False,331f63fb-dev-1,True,High-Risk Corridor
TXD8E6054D-BD6,540e7d01-735d-48f3-bc61-66df515a6b43,2025-02-18T15:55:25,21.11,EUR,Nigeria,Montenegro,Online,Transfer,Business,True,False,540e7d01-dev-1,False,
TX97F6D2B4-B9C,811317a8-f4c8-4393-96dd-6c82a8909e31,2025-02-18T16:01:47,12.81,USD,Aruba,Dominican Republic,Mobile,Deposit,Individual,True,False,811317a8-dev-1,False,
TXE9AF6402-788,63b664f4-0452-4779-90ff-de646edaba8c,2025-02-18T16:21:20,10.13,USD,Switzerland,Guernsey,Mobile,Transfer,Individual,True,False,63b664f4-dev-1,False,
TX0287D848-691,8dfa6a56-d12d-4c9a-aaf9-15310200b1f0,2025-02-18T16:29:51,40.74,USD,Nigeria,Nigeria,Online,Transfer,Individual,False,False,8dfa6a56-dev-2,False,
TXFB948C18-809,bc36dc59-e134-4dfc-9777-7f10f2d2393f,2025-02-18T16:44:37,9.97,EUR,Cameroon,Cameroon,Mobile,Transfer,Individual,False,False,bc36dc59-dev-5,False,
TX9889CBBF-445,6307d4d1-21c9-415d-9104-5a16ef15ab72,2025-02-18T16:47:46,8.3,EUR,Ethiopia,Ethiopia,Online,Transfer,Individual,False,False,6307d4d1-dev-1,False,
TX58709B93-974,0ab54bde-20a0-4502-ae06-809725e97977,2025-02-18T16:52:02,46.02,EUR,Tonga,Madagascar,Online,Transfer,Individual,True,False,0ab54bde-dev-1,True,High-Risk Corridor
TXEC9A8FA8-8E1,a879d8f8-9042-4eb7-8b04-0f53e63949d4,2025-02-18T17:25:28,11.14,USD,Northern Mariana Islands,Nigeria,Online,Bill Payment,Business,True,False,a879d8f8-dev-1,True,High-Risk Corridor
TX58880688-E9F,585409d9-de22-4c3f-9136-6db15a578607,2025-02-18T17:57:35,16.42,EUR,Egypt,Egypt,Online,Payment,Individual,False,False,585409d9-dev-1,False,
TXCB13371E-741,02106371-0260-4123-b1ef-e72aae13591e,2025-02-18T18:01:53,10.08,GBP,Guatemala,Norway,Mobile,Payment,Individual,True,False,02106371-dev-1,False,
TX475D7D31-E08,f2311f17-9586-4a76-8511-55ffe7a37e81,2025-02-18T18:04:10,9.23,EUR,Norway,Norway,Online,Transfer,Individual,False,False,f2311f17-dev-3,False,
TX55C907E7-58B,b9493906-939f-44eb-be5e-215ec47cc30b,2025-02-18T18:09:37,6.15,EUR,Tanzania,Cambodia,Online,Transfer,Individual,True,False,b9493906-dev-1,True,High-Risk Corridor
TX141C2D83-F5A,67c0518b-17ef-4621-881c-79d4c27437eb,2025-02-18T18:13:49,7.6,USD,Norway,Brunei,Online,Withdrawal,Business,True,False,67c0518b-dev-1,False,
TXAC8D7749-FB6,cbdc4318-4d85-43d2-a1a2-748571348c2a,2025-02-18T18:42:25,12.53,USD,Puerto Rico,Puerto Rico,Branch,Transfer,Business,False,False,cbdc4318-dev-2,False,
TXB41F1B86-260,8a284792-ffac-4645-a4dc-43068b20ce3e,2025-02-18T18:48:51,18.08,EUR,Argentina,Hungary,Online,Payment,Individual,True,False,8a284792-dev-1,False,
TX18DA7929-716,c9535b63-ba81-4dd9-987e-f3446f3f920c,2025-02-18T19:02:03,5.18,EUR,Taiwan,Taiwan,Online,Transfer,Business,False,False,c9535b63-dev-1,False,
TXDDA783BE-39C,be9063fb-64b5-49a5-bd6c-3d2a5564d1d3,2025-02-18T19:15:28,13.86,EUR,Luxembourg,Luxembourg,Online,Transfer,Individual,False,False,be9063fb-dev-1,False,
TXE14B229E-463,7aa061e9-336b-40cb-b1fe-ad13f280df1d,2025-02-18T19:27:58,13.17,GBP,Gibraltar,Kyrgyzstan,POS,Transfer,Business,True,False,7aa061e9-dev-1,False,
TX9D3115B1-854,4b9dfd58-9e5d-4c7a-85ac-c35415f00cb4,2025-02-18T19:35:10,11.7,EUR,Malawi,Malawi,Mobile,Payment,Business,False,False,4b9dfd58-dev-1,False,
TX8896322A-49D,7b1dbca3-2286-43f8-8314-96ea2160446e,2025-02-18T20:02:02,10.27,EUR,Germany,Tonga,API,Transfer,Exchange,True,False,7b1dbca3-dev-2,False,
TX1152DCCB-9B8,4de1087b-afa1-4a55-8ebe-abaa28597b34,2025-02-18T20:12:32,34.31,USD,Kyrgyzstan,Tajikistan,POS,Deposit,Individual,True,False,4de1087b-dev-3,True,High-Risk Corridor
TX31120A0B-F2E,c5c5b37a-f85e-46a1-9dad-09b252c21221,2025-02-18T20:16:17,73.97,EUR,Solomon Islands,Cameroon,API,Payment,Individual,True,False,c5c5b37a-dev-1,True,High-Risk Corridor
TX911B97D2-B73,63b664f4-0452-4779-90ff-de646edaba8c,2025-02-18T20:19:00,16.71,EUR,Switzerland,Northern Mariana Islands,Online,Bill Payment,Individual,True,False,63b664f4-dev-1,False,
TX7F428C16-63B,f3476736-37ec-47a6-8b27-b0795c5d3f1b,2025-02-18T20:36:26,23.29,EUR,Turkey,Turkey,Online,Transfer,Business,False,False,f3476736-dev-4,False,
TXBE9A57B8-8E4,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,2025-02-18T20:38:28,29.18,EUR,Brazil,Nepal,Branch,Transfer,Individual,True,False,c60ea4d5-dev-1,True,High-Risk Corridor
TX2EED13F8-237,546252e7-f43b-4052-8459-bd6ec0f63229,2025-02-18T20:43:49,235.49,EUR,Cyprus,Ghana,Online,Transfer,Individual,True,False,546252e7-dev-1,False,
TX1CDE4D2C-56E,7a6e43d0-d9c5-4cd9-b09d-721b62be4009,2025-02-18T21:05:54,21.85,EUR,Cayman Islands,Malawi,Mobile,Bill Payment,Individual,True,False,7a6e43d0-dev-1,False,
TX65E940B1-93D,247296a4-ff38-4918-b8f9-a45d0f554896,2025-02-18T21:26:13,4.76,USD,Israel,Israel,Online,Transfer,Individual,False,False,247296a4-dev-1,False,
TXF9F39EB0-46D,16db80db-a543-448e-9adf-e9816ab19e15,2025-02-18T21:40:04,75.76,USD,Puerto Rico,Puerto Rico,Mobile,Transfer,Individual,False,False,16db80db-dev-1,False,
TX2D9D1435-154,45f18619-54f9-4429-a7de-02ccdda4f4a7,2025-02-18T21:58:09,12.37,USD,Georgia,Georgia,Online,Transfer,Individual,False,False,45f18619-dev-1,False,
TXD1EF9D12-F4F,eec259dc-7f95-497c-a76a-a6ced50755d9,2025-02-18T22:05:47,13.79,USD,Malawi,Malawi,Mobile,Transfer,Individual,False,False,eec259dc-dev-2,False,
TXAE1D3FBB-01A,bdce635f-bf90-4d6a-b5c6-06b54e003d55,2025-02-18T22:20:16,2.74,EUR,Algeria,Algeria,API,Bill Payment,Individual,False,False,bdce635f-dev-1,False,
TXA01ADF24-710,2051acef-097a-4e10-b6fe-bc0e7ecddbaf,2025-02-18T22:35:48,48.03,USD,Rwanda,Rwanda,Mobile,Transfer,Individual,False,False,2051acef-dev-1,False,
TX7697E9E9-330,247296a4-ff38-4918-b8f9-a45d0f554896,2025-02-18T22:55:51,12.07,EUR,Israel,Kazakhstan,Mobile,Payment,Business,True,False,247296a4-dev-1,False,
TX7BA2F8D6-9E8,33fd862d-4057-4470-be61-27a80351b09d,2025-02-18T23:22:33,57.58,USD,United States,Tajikistan,Online,Transfer,Business,True,False,33fd862d-dev-1,True,High-Risk Corridor
TX4D861D92-CD3,12476f57-a5e5-45ab-aefc-fad8efc89849,2025-02-18T23:33:56,59.32,GBP,United Kingdom,United Kingdom,POS,Transfer,Business,False,False,12476f57-dev-1,False,
TXBB20B660-8F0,1c0f0bdc-ac7e-437c-94cc-1e2a5e4cb287,2025-02-18T23:55:03,17.54,GBP,Solomon Islands,Solomon Islands,Mobile,Bill Payment,Individual,False,False,1c0f0bdc-dev-1,False,
TXB3E5AE9C-984,12b2102d-940c-4503-b7c8-6152beed0af9,2025-02-19T00:00:34,16.61,EUR,Spain,Spain,Mobile,Transfer,Individual,False,False,12b2102d-dev-1,False,
TX1D9AE08E-15E,b64fa54a-8c61-4654-95da-75c1a21150f9,2025-02-19T00:04:33,7.02,EUR,Brazil,Solomon Islands,Online,Transfer,Individual,True,False,b64fa54a-dev-2,True,High-Risk Corridor
TX4EFC7B1D-5A9,ea4f4a80-dc41-4176-9b59-f28ea9de5b26,2025-02-19T00:24:14,20.3,EUR,Kuwait,Kuwait,Online,Deposit,Individual,False,False,ea4f4a80-dev-2,False,
TX61566731-A46,4de1087b-afa1-4a55-8ebe-abaa28597b34,2025-02-19T00:57:23,8.73,USD,Kyrgyzstan,Slovakia,API,Transfer,Individual,True,False,4de1087b-dev-3,False,
TXAF299FF1-A11,487b25d7-9cf0-43dd-a775-29a28d2cfe83,2025-02-19T02:12:11,26.86,EUR,Monaco,Ethiopia,Mobile,Transfer,Business,True,False,487b25d7-dev-3,False,
TX6356AA02-F52,7bab1baa-2172-40aa-a44a-913af933a9fa,2025-02-19T02:29:00,10.45,EUR,Indonesia,Indonesia,Online,Transfer,Individual,False,False,7bab1baa-dev-1,False,
TX05374D99-A5B,b5a6571c-4fa5-435e-90cc-460428b26b1b,2025-02-19T02:40:05,10.44,EUR,Norway,Norway,POS,Transfer,Individual,False,False,b5a6571c-dev-1,False,
TX31590931-38E,f8bca9ac-2ada-42ce-9890-99c9f2be029f,2025-02-19T02:47:36,29.82,EUR,Bahamas,Bahamas,Online,Bill Payment,Individual,False,False,f8bca9ac-dev-3,False,
TX5CF44EBF-4DF,c60ea4d5-0d04-4cb6-98cd-26555297e1ad,2025-02-19T03:50:25,10.84,EUR,Brazil,Brazil,Mobile,Deposit,Business,False,False,c60ea4d5-dev-1,False,
